artist,debut,popularity,members,genre,country,gender
Oasis,1994,15,Group,Rock,GB,Male
Pink Floyd,1967,16,Group,Rock,GB,Male
Evanescence,2003,20,Group,Rock,US,Mixed
Aerosmith,1973,21,Group,Rock,US,Male
U2,1980,25,Group,Rock,IE,Male
Paramore,2005,27,Group,Rock,US,mixed
Fall Out Boy,2003,28,Group,Rock,US,Male
Maneskin,2017,29,Group,Rock,IT,Mixed
Phil Collins,1981,31,Solo,Rock,GB,Male
Foo Fighters,1995,32,Group,Rock,US,Male
Led Zeppelin,1969,33,Group,Rock,GB,Male
The Cranberries,1990,37,Group,Rock,IE,Female
Eagles,1972,37,Group,Rock,US,Male
Tame Impala,2008,38,Solo,Rock,AU,Male
Pearl Jam,1991,39,Group,Rock,US,Male
Disturbed,2000,41,Group,Rock,US,Male
Scorpions,1972,42,Group,Rock,DE,Male
beabadoobee,2017,44,Solo,Rock,GB,Female
My Chemical Romance,2002,48,Group,Rock,US,Male
KISS,1974,49,Group,Rock,US,Male
Three Days Grace,2003,50,Group,Rock,CA,Male
Muse,1999,51,Group,Rock,GB,Male
David Bowie,1967,52,Solo,Rock,GB,Male
Kings of Leon,2003,55,Group,Rock,US,Male
Alice In Chains,1990,59,Group,Rock,US,Male
Panic! At The Disco,2005,61,Group,Rock,US,Male
Bob Dylan,1962,65,Solo,Rock,US,Male
Tears For Fears,1983,66,Group,Rock,GB,Male
Creed,1997,69,Group,Rock,US,Male
LP,2007,70,Solo,Rock,US,Female
The Smiths,1984,71,Group,Rock,GB,Male
The Goo Goo Dolls,1987,73,Group,Rock,US,Male
Lynyrd Skynyrd,1973,75,Group,Rock,US,Male
Lenny Kravitz,1989,76,Solo,Rock,US,Male
3 Doors Down,2000,77,Group,Rock,US,Male
Weezer,1996,78,Group,Rock,US,Male
Marilyn Manson,1994,79,Solo,Rock,US,Male
Sting,1985,79,Solo,Rock,GB,Male
The 1975,2012,81,Group,Rock,GB,Male
YUNGBLUD,2018,82,Solo,Rock,GB,Male
R.E.M,1981,83,Group,Rock,US,Male
Bastille,2012,84,Group,Rock,GB,Male
Train,1998,85,Group,Rock,US,Male
Mac DeMarco,2012,86,Solo,Rock,US,Male
The Strokes,2001,87,Group,Rock,US,Male
The Smashing Pumpkins,1991,88,Group,Rock,US,Mixed
Passenger,2007,89,Solo,Rock,GB,Male
Djo,2019,90,Solo,Rock,US,Male
MGMT,2005,92,Group,Rock,US,Male
djo,2019,93,Solo,Rock,US,Male
Audioslave,2002,94,Group,Rock,US,Male
Air Supply,1976,96,Group,Rock,AU,Male
Rage Against The Machine,1992,97,Group,Rock,US,Male
Van Halen,1978,98,Group,Rock,US,Male
Mumford & Sons,2009,99,Group,Rock,GB,Male
Foreigner,1977,101,Group,Rock,US,Male
Cage The Elephant,2009,102,Group,Rock,US,Male
Duran Duran,1981,103,Group,Rock,GB,Male
John Lennon,1968,105,Solo,Rock,GB,Male
Mötley Crue,1981,108,Group,Rock,US,Male
George Harrison,1968,109,Solo,Rock,us,Male
Def Leppard,1979,109,Group,Rock,GB,Male
Lord Huron,2010,112,Group,Rock,US,Male
Jack Johnson,2003,114,Solo,Rock,US,Male
Electric Light Orchestra,1971,117,Group,Rock,GB,Male
Caifanes,1988,118,Group,Rock,MX,Mixed
TOOL,1992,122,Group,Rock,US,Male
Breaking Benjamin,2002,123,Group,Rock,US,Male
Pierce The Veil,2007,125,Group,Rock,US,Male
Soundgarden,1989,127,Group,Rock,US,Male
Heart,1975,130,Group,Rock,US,Female
The White Stripes,1998,131,Group,Rock,US,mixed
Shinedown,2003,132,Group,Rock,US,Male
The Fray,2005,134,Group,Rock,US,Male
The Beach Boys,1962,135,Group,Rock,US,Male
Simple Minds,1979,137,Group,Rock,GB,mixed
Survivor,1979,138,Group,Rock,US,Male
Alanis Morissette,1995,139,Solo,Rock,CA,Female
WILLOW,2010,140,Solo,Rock,US,Female
Chicago,1969,141,Group,Rock,US,Male
Incubus,1997,143,Group,Rock,US,Male
Wallows,2014,143,Group,Rock,US,Male
The Black Keys,2002,146,Group,Rock,US,Male
Seether,2002,147,Group,Rock,ZA,Male
Daryl Hall & John Oates,1970,148,Group,Rock,US,Male
Snow Patrol,1998,150,Group,Rock,GB,Male
Men at Work,1981,151,Group,Rock,AU,Male
Simon & Garfunkel,1964,152,Group,Rock,US,Male
The Doobie Brothers,1971,153,Group,Rock,US,Male
INXS,1980,154,Group,Rock,AU,Male
Neil Young,1969,157,Solo,Rock,CA,Male
The Who,1965,158,Group,Rock,GB,Male
Blur,1991,159,Group,Rock,GB,Male
Hoobastank,2001,160,Group,Rock,US,Male
Van Morrison,1967,161,Solo,Rock,GB,Male
The All American Rejects,2002,164,Group,Rock,US,Male
Crash Adams,2019,164,Group,Rock,CA,Male
X Ambasssdors,2013,170,Group,Rock,US,Male
Pixies,1987,172,Group,Rock,US,mixed
Genesis,1969,173,Group,Rock,GB,Male
America,1972,175,Group,Rock,US,Male
Staind,1999,177,Group,Rock,US,Male
alt-J,2012,183,Group,Rock,GB,Male
Paul Simon,1965,184,Solo,Rock,US,Male
Sam Fender,2017,188,Solo,Rock,GB,Male
Jeff Buckley,1994,191,Solo,Rock,US,Male
Neil Diamond,1966,192,Solo,Rock,US,Male
Nine Inch Nails,1989,193,Group,Rock,US,Male
Two Door Cinema Club,2009,196,Group,Rock,GB,Male
REO Speedwagon,1971,199,Group,Rock,US,Male
